date,price
2014-02-25,158.6642456
2014-02-26,158.6728668
2014-02-27,159.5055084
2014-02-28,159.9088745
2014-03-03,158.7844391
2014-03-04,161.0162964
2014-03-05,161.1621704
2014-03-06,161.53125
2014-03-07,161.5999146
2014-03-10,161.5141449
2014-03-11,160.7158051
2014-03-12,160.758728
2014-03-13,158.9560852
2014-03-14,158.5097809
2014-03-17,159.9432678
2014-03-18,161.0849152
2014-03-19,160.2265167
2014-03-20,161.1621704
2014-03-21,160.5370941
2014-03-24,159.8732452
2014-03-25,160.6319122
2014-03-26,159.476593
2014-03-27,159.1403809
2014-03-28,159.924942
2014-03-31,161.2354279
2014-04-01,162.3045654
2014-04-02,162.8477173
2014-04-03,162.6321716
2014-04-04,160.7095337
2014-04-07,158.9333954
2014-04-08,159.5887299
2014-04-09,161.3044434
2014-04-10,157.9161072
2014-04-11,156.493454
2014-04-14,157.7264099
2014-04-15,158.8126984
2014-04-16,160.4767303
2014-04-17,160.7009277
2014-04-21,161.2612915
